city,state,publish_date,url,title,category,population,lat,lng
East Grand Forks,MN,,https://www.grandforksherald.com/incoming/5005520-East-Grand-Forks-declares-coronavirus-an-emergency-closes-city-hall,"East Grand Forks declares coronavirus an emergency, closes city hall",state_of_emergency,8631.0,47.9284,-97.0138
East Grand Forks,MN,,https://www.grandforksherald.com/news/government-and-politics/5014245-Wary-of-coronavirus-East-Grand-Forks-declares-early-flood-emergency,"Wary of coronavirus, East Grand Forks declares early flood emergency",state_of_emergency,8631.0,47.9284,-97.0138
Eden Prairie,MN,,https://www.swnewsmedia.com/eden_prairie_news/news/eden-prairie-declares-state-of-local-emergency-freeing-up-resources/article_436a3262-0c49-5cc5-bfa1-42f6661853dc.html,"Eden Prairie declares state of local emergency, freeing up resources to address COVID-19",state_of_emergency,64400.0,44.8488,-93.4595
Edina,MN,,https://www.hometownsource.com/sun_current/free/edina-mayor-declares-local-peace-time-emergency-due-to-covid/article_124c03a4-67ba-11ea-9498-d78c31ca6dff.html,Edina mayor declares Local Peace Time Emergency due to COVID-19,state_of_emergency,51958.0,44.8914,-93.3602
Fairmont,MN,03-16-2020 00:00,https://www.fairmontsentinel.com/news/local-news/2020/03/16/fairmont-area-responds-to-coronavirus-mandate/,Fairmont Area responds to coronavirus mandate,None,9093.0,43.6441,-94.4621
Faribault,MN,03-16-2020 15:29,https://kdhlradio.com/faribault-city-council-declares-local-covid-19-emergency/,Faribault City Council Declares Local COVID-19 Emergency,state_of_emergency,24101.0,44.2985,-93.2787
Greenbush,MN,03-26-2020 00:00,https://www.page1publications.com/2020/03/26/city-of-greenbush-declares-emergency-to-coronavirus-pandemic/,City of Greenbush declares emergency to coronavirus pandemic,state_of_emergency,709.0,48.701,-96.1835
Le Sueur,MN,,https://www.southernminn.com/le_sueur_county_news/news/article_fefeec9f-9c02-5812-9ed8-c15dd59d7ff7.html,City of Le Sueur declares state of emergency over COVID-19,state_of_emergency,3718.0,44.4704,-93.9025
Osseo,MN,,https://www.hometownsource.com/press_and_news/free/osseo-declares-local-emergency-due-to-covid/article_4b50bf76-6eba-11ea-997d-4f848cced2a3.html,Osseo declares local emergency due to COVID-19,state_of_emergency,2768.0,45.1179,-93.3992
Sauk Rapids,MN,03-24-2020 00:00,https://www.sctimes.com/story/news/2020/03/24/sauk-rapids-declares-state-emergency-amid-spread-coronavirus/2911301001/,Sauk Rapids joins St. Cloud in declaring state of emergency due to COVID-19,state_of_emergency,13722.0,45.598,-94.154
St. Cloud,MN,03-24-2020 00:00,https://www.sctimes.com/story/news/2020/03/24/sauk-rapids-declares-state-emergency-amid-spread-coronavirus/2911301001/,Sauk Rapids joins St. Cloud in declaring state of emergency due to COVID-19,state_of_emergency,114225.0,45.5339,-94.1718
St. Paul,MN,03-16-2020 00:00,https://minnesota.cbslocal.com/2020/03/16/coronavirus-in-minnesota-st-paul-declares-state-of-emergency/,Coronavirus In Minnesota: St. Paul Declares State Of Emergency,state_of_emergency,306621.0,44.9477,-93.104
Starbuck,MN,03-24-2020 14:32,https://pctribune.com/2020/03/city-of-starbuck-passes-emergency-declaration-due-to-covid-19/,City of Starbuck passes emergency declaration due to COVID-19,state_of_emergency,1253.0,45.6121,-95.5333
Victoria,MN,,https://www.swnewsmedia.com/chanhassen_villager/news/local/city-of-victoria-declares-peacetime-emergency-due-to-pandemic/article_d60b64a4-3d2b-582b-b3f7-e416f45601d4.html,City of Victoria declares peacetime emergency due to pandemic,state_of_emergency,9305.0,44.8634,-93.6586
Wayzata,MN,,https://www.hometownsource.com/sun_sailor/free/city-of-wayzata-declares-local-emergency-over-covid--council/article_322db024-6935-11ea-9aa9-5743b3543465.html,"City of Wayzata declares local emergency over COVID-19, council holds special meeting",state_of_emergency,4586.0,44.9707,-93.514
Wells,MN,03-24-2020 18:49,https://www.vice.com/en_us/article/4ag8qj/im-terrified-wells-fargo-demands-call-center-employees-come-into-work,Wells Fargo Demands Call Center Workers Come to Office Despite Coronavirus,None,2195.0,43.7432,-93.7278
Willmar,MN,,https://www.wctrib.com/news/government-and-politics/5002261-Willmar-declares-local-emergency-due-to-COVID-19,Willmar declares local emergency due to COVID-19,state_of_emergency,20262.0,45.122,-95.0569
Woodbury,MN,,https://www.rivertowns.net/news/government-and-politics/5016206-Woodbury-declares-local-emergency-over-COVID-19,Woodbury declares local emergency over COVID-19,state_of_emergency,69756.0,44.9056,-92.92299999999999
Wright,MN,,https://www.hometownsource.com/press_and_news/covid--puts-wright-county-into-a-state-of-emergency/article_ef39c9fa-6eda-11ea-af36-b76d3f2d5dd5.html,COVID-19 puts Wright County into a state of emergency,state_of_emergency,128.0,46.6725,-93.0069
Amory,MS,,https://www.djournal.com/monroe/news/city-of-amory-approves-order-in-response-to-covid/article_3b86c243-f9f2-570f-a34c-e43b99fcd578.html,City of Amory approves order in response to COVID-19,None,6245.0,33.9813,-88.4823
Byram,MS,03-20-2020 04:26,https://www.wjtv.com/health/coronavirus/byram-expands-covid-19-emergency-proclamation/,Byram expands COVID-19 emergency proclamation,state_of_emergency,11671.0,32.189,-90.2861
Canton,MS,03-16-2020 21:11,https://www.wjtv.com/news/canton-mayor-declares-civil-emergency-due-to-coronavirus/,Canton mayor declares civil emergency due to coronavirus,state_of_emergency,14781.0,32.5976,-90.0315
Canton,MS,,https://www.nny360.com/news/publicservicenews/canton-declares-covid--state-of-emergency/article_73efb59a-1a4f-590d-8e8f-fe9e2145598f.html,Canton declares COVID-19 state of emergency,state_of_emergency,14781.0,32.5976,-90.0315
Columbus,MS,03-13-2020 00:00,https://www.dispatch.com/news/20200313/coronavirus-columbus-board-of-health-declares-emergency,Coronavirus: Columbus Board of Health declares emergency,state_of_emergency,31701.0,33.5088,-88.4097
D,MS,03-21-2020 00:00,https://www.wlox.com/2020/03/21/diberville-passes-resolution-close-certain-businesses-stop-spread-coronavirus/,D’Iberville passes resolution to close certain businesses to stop spread of coronavirus,school_business_closure,,,
Edwards,MS,03-24-2020 00:05,https://www.wjtv.com/health/coronavirus/edwards-mayor-imposes-curfew-due-to-coronavirus/,Edwards mayor imposes curfew due to coronavirus,lockdown,1010.0,32.3326,-90.6055
Gautier,MS,03-27-2020 00:00,https://www.wlox.com/2020/03/27/gautier-mandates-business-changes-part-covid-changes/,Gautier mandates business changes as part of COVID-19 changes,None,18512.0,30.4106,-88.6568
Gautier,MS,03-16-2020 00:00,https://www.wxxv25.com/2020/03/16/gautier-declares-local-state-emergency-preparation-coronavirus-pandemic/,Gautier declares local state of emergency in preparation of Coronavirus pandemic,state_of_emergency,18512.0,30.4106,-88.6568
Hatley,MS,,https://www.djournal.com/monroe/news/hatley-declares-covid--state-of-emergency/article_485cd374-5209-578b-a25e-229998a35be1.html,Hatley declares COVID-19 state of emergency,state_of_emergency,465.0,33.9773,-88.4184
Hattiesburg,MS,03-14-2020 00:00,https://www.wdam.com/2020/03/14/hattiesburg-forrest-co-officials-sign-local-emergency-declaration-over-coronavirus/,"Hattiesburg, Forrest Co. officials sign local emergency declaration over coronavirus",state_of_emergency,81036.0,31.3074,-89.31700000000001
Meridian,MS,,https://www.meridianstar.com/covid-19/mississippi-reports-new-covid--cases-lauderdale-county-total-at/article_2d275780-7298-11ea-bf10-5f1013013f72.html,COVID-19 tests in Meridian require appointments; site to open Wednesday,None,38294.0,32.3846,-88.6897
New Augusta,MS,03-21-2020 00:00,https://www.wdam.com/2020/03/21/new-augusta-declares-local-emergency-due-covid-/,New Augusta declares local emergency due to COVID-19,state_of_emergency,618.0,31.2036,-89.0272
Pontotoc,MS,,https://www.djournal.com/pontotoc/city-of-pontotoc-passes-executive-order-in-wake-of-coronavirus/article_f8697c70-7d6e-5707-b9af-989fd3143ce0.html,City of Pontotoc passes executive order in wake of coronavirus addressing business operations,None,5193.0,34.2532,-89.0091
Southaven,MS,03-22-2020 00:00,https://www.wmcactionnews5.com/2020/03/22/southaven-mayor-aldermen-issue-civil-emergency-response-covid-outbreak/,"Southaven mayor, aldermen issue civil emergency in response to COVID-19 outbreak",state_of_emergency,54031.0,34.9514,-89.9787
Vardaman,MS,,https://www.wtva.com/content/news/Vardaman-declares-curfew-to-stop-spread-of-coronavirus-569035721.html,Vardaman declares curfew to stop spread of coronavirus,lockdown,1284.0,33.8822,-89.1778
Vicksburg,MS,03-30-2020 23:20,https://www.wjtv.com/health/coronavirus/coronavirus-forces-vicksburg-daycares-to-close/,Coronavirus forces Vicksburg daycares to close,None,27357.0,32.3173,-90.8868
Yazoo City,MS,03-19-2020 21:37,https://www.wjtv.com/health/coronavirus/yazoo-city-leaders-issue-emergency-proclamation-due-to-coronavirus/,Yazoo City leaders issue emergency proclamation due to coronavirus,state_of_emergency,14978.0,32.8618,-90.4067
Belton,MO,03-23-2020 04:19,https://www.kmbc.com/article/stay-at-home-order-issued-for-belton-douglas-leavenworth-county-kansas-platte-county-missouri-because-of-covid-19-outbreak-coronavirus/31875442,"CORONAVIRUS: 'Stay-at-Home' order issued for city of Belton and Platte County in Missouri, Leavenworth County in Kansas",shelter_in_place,23480.0,38.8193,-94.5334
Caledonia,MO,,https://journaltimes.com/news/local/caledonia-mount-pleasant-and-now-yorkville-have-proclaimed-states-of/article_197a9f0b-b1a2-559c-a443-9d26ad0932cb.html,"Caledonia, Mount Pleasant and now Yorkville have proclaimed states of emergency due to COVID-19",state_of_emergency,129.0,37.7651,-90.7723
Cape Girardeau,MO,03-23-2020 00:00,https://www.kfvs12.com/2020/03/23/cape-girardeau-co-officials-urge-residents-be-informed-before-going-covid-testing-center/,Cape Girardeau Co. officials urge residents to be informed before going to COVID-19 testing center,None,54588.0,37.3108,-89.5596
Holts Summit,MO,03-20-2020 00:00,https://www.newstribune.com/news/local/story/2020/mar/20/holts-summit-declares-state-emergency-over-covid-19/821361/,Holts Summit declares state of emergency over COVID-19,state_of_emergency,3830.0,38.6452,-92.1151
Independence,MO,,https://www.kctv5.com/coronavirus/independence-declares-state-of-emergency-in-response-to-covid/article_ec209434-6493-11ea-b5b1-5355d2234ca6.html,Independence declares state of emergency in response to COVID-19,state_of_emergency,117306.0,39.0871,-94.3503
Independence,MO,,https://www.kcur.org/post/kansas-city-missouri-and-independence-call-states-emergency-amid-growing-coronavirus-concerns,"Kansas City, Missouri, And Independence Call States Of Emergency Amid Growing Coronavirus Concerns",state_of_emergency,117306.0,39.0871,-94.3503
Jackson,MO,,https://www.kctv5.com/coronavirus/jackson-county-mo-declares-state-of-emergency-due-to-coronavirus/article_a854f36a-64b3-11ea-851b-776f06ef0907.html,"Jackson County, MO declares state of emergency due to coronavirus",state_of_emergency,14932.0,37.3794,-89.6525
Kirksville,MO,03-20-2020 00:00,https://www.kirksvilledailyexpress.com/news/20200320/kirksville-declares-state-of-emergency-over-covid-19,Kirksville declares state of emergency over COVID-19,state_of_emergency,15942.0,40.1986,-92.5753
Liberty,MO,03-19-2020 18:06,https://www.kshb.com/news/coronavirus/city-of-liberty-declares-state-of-emergency-for-covid-19-response,City of Liberty declares state of emergency for COVID-19 response,state_of_emergency,31507.0,39.2394,-94.4191
Montreal,MO,,https://www.cbc.ca/news/canada/montreal/covid-19-quebec-march-27-1.5512006,Montreal declares local state of emergency over fears of COVID-19 outbreak among city's homeless,state_of_emergency,121.0,37.9702,-92.588
Nixa,MO,,https://www.ky3.com/content/news/City-of-Nixa-Mo-declares-emergency-limiting-gatherings-568914291.html,"City of Nixa, Mo. declares emergency amid coronavirus fears",state_of_emergency,21321.0,37.0459,-93.2953
Perryville,MO,03-18-2020 18:08,https://www.mymoinfo.com/city-of-perryville-approves-closures-changes-related-to-coronavirus-pandemic/,City of Perryville Approves Closures & Changes Related to Coronavirus Pandemic,None,8660.0,37.7263,-89.8759
Saginaw,MO,03-25-2020 21:09,https://www.mlive.com/coronavirus/2020/03/saginaw-county-declares-state-of-emergency-due-to-coronavirus-but-officials-say-dont-panic.html,"Saginaw County declares state of emergency due to coronavirus, but officials say don’t panic",state_of_emergency,302.0,37.025999999999996,-94.4724
Sedalia,MO,,https://www.komu.com/news/monday-covid-19-coverage-sedalia-declares-civil-emergency,Monday COVID-19 Coverage: Sedalia declares civil emergency,state_of_emergency,26399.0,38.7042,-93.2351
Seneca,MO,,https://auburnpub.com/news/local/state-and-regional/seneca-county-to-close-schools-as-covid--emergency-declared/article_96f0a3d6-b8c3-51b2-b291-dad1802745e2.html,Seneca County to close schools as COVID-19 emergency declared,state_of_emergency,2383.0,36.8446,-94.6093
St. Charles,MO,03-23-2020 22:47,https://www.ksdk.com/article/news/health/coronavirus/st-charles-county-stay-home-coronavirus-restrictions/63-0b5044d7-7f1f-41c3-80a7-9d81b7792b51,St. Charles County issues new restrictions requiring people to stay at home to curb COVID-19 spread,shelter_in_place,70329.0,38.7956,-90.5156
Winona,MO,,https://www.winonadailynews.com/news/local/winona-state-cancels-travel-amid-threat-of-coronavirus-st-mary/article_69f601c6-88cd-5f1f-8daa-148c20ed941b.html,Winona State cancels travel amid threat of coronavirus; St. Mary's summons two students home,None,1304.0,37.0042,-91.32700000000001
Worth,MO,03-24-2020 00:00,https://abc17news.com/news/coronavirus/2020/03/24/live-gov-mike-parson-gives-covid-19-statewide-updatemissouri-orders-10-million-worth-of-n95-masks-in-covid-19-fight/,Missouri orders $10 million worth of N95 masks in COVID-19 fight,None,59.0,40.4045,-94.4465
Anaconda,MT,,https://mtstandard.com/news/local/anaconda-takes-new-emergency-steps-for-virus-outbreak/article_8f209ad2-6e98-5163-94a2-c4d7cdda9b02.html,Anaconda takes new emergency steps for virus outbreak,None,6043.0,46.0607,-113.0679
Great Falls,MT,03-19-2020 17:30,https://www.krtv.com/news/great-falls-news/great-falls-declares-a-state-of-emergency-in-response-to-covid-19,Great Falls declares a State of Emergency in response to COVID-19,state_of_emergency,65624.0,47.5022,-111.2995
Malmstrom AFB,MT,03-13-2020 21:38,https://www.krtv.com/news/coronavirus/malmstrom-afb-declares-public-health-emergency-due-to-covid-19,"Malmstrom AFB declares ""public health emergency"" due to COVID-19",state_of_emergency,3929.0,47.5059,-111.1825
Anoka,NE,,https://www.hometownsource.com/abc_newspapers/free/roundup-more-anoka-county-cities-declare-emergencies-close-buildings-to/article_c0d7743a-696d-11ea-b08c-c73a3d2bcac3.html,"Roundup: More Anoka County cities declare emergencies, close buildings to prevent spread of coronavirus",state_of_emergency,6.0,42.946000000000005,-98.8285
Beatrice,NE,,https://beatricedailysun.com/news/local/beatrice-declares-coronavirus-emergency-closes-all-parks-and-facilities/article_19d63a17-3179-5dba-a1f5-6f1bae0b1a39.html,"Beatrice declares coronavirus emergency, closes all parks and facilities",state_of_emergency,12242.0,40.2738,-96.7455
Columbus,NE,,https://www.newschannelnebraska.com/story/41954479/columbus-senator-talks-about-emergency-funding-bill-how-district-is-handling-pandemic,Columbus Senator talks about emergency funding bill; how district is handling pandemic,None,23123.0,41.4361,-97.3561
Gilead,NE,,https://www.cbsnews.com/news/gilead-sciences-coronavirus-drug-remdesivir-overwhelming-demand/,Gilead suspends emergency access to experimental coronavirus drug remdesivir,None,38.0,40.1461,-97.4151
Ong,NE,03-28-2020 11:57,https://www.straitstimes.com/singapore/coronavirus-long-term-pass-holders-and-students-pass-holder-to-require-approval-to-enter,Coronavirus: Long-term and student pass holders to require approval to enter Singapore,None,61.0,40.3983,-97.8392
Seward,NE,,https://www.sewardindependent.com/milford/state-mandates-directed-health-measure-for-seward-county-two-covid/article_b2864e3c-7099-11ea-8e32-4303422d8b5a.html,"State mandates Directed Health Measure for Seward County, two COVID-19 deaths in state",deaths,6843.0,40.9094,-97.0962
Shelton,NE,03-17-2020 00:00,https://www.click2houston.com/entertainment/2020/03/17/blake-shelton-declares-hes-growing-his-mullet-out-again-after-coronavirus-concert-cancellations/,Blake Shelton Declares He's Growing His Mullet Out Again After Coronavirus Concert Cancellations,None,1061.0,40.7789,-98.7306
Sidney,NE,,https://rivercountry.newschannelnebraska.com/story/41954708/sidney-declares-state-of-emergency-in-response-to-covid19-pandemic,Sidney declares state of emergency in response to COVID-19 pandemic,state_of_emergency,6244.0,41.13399999999999,-102.9681
Boulder City,NV,03-19-2020 23:42,https://www.8newsnow.com/news/local-news/boulder-city-declares-state-of-emergency-amid-coronavirus-pandemic/,Boulder City declares state of emergency amid coronavirus pandemic,state_of_emergency,14741.0,35.8407,-114.9257
Carson City,NV,,https://www.nevadaappeal.com/news/carson-city-declares-state-of-emergency-due-to-coronavirus/,Carson City declares State of Emergency due to coronavirus,state_of_emergency,57525.0,39.1511,-119.7474
Elko,NV,,https://elkodaily.com/news/local/elko-county-declares-coronavirus-emergency/article_05bd59c6-8828-575d-8e15-3149d9fa7ae5.html,Elko County declares coronavirus emergency,state_of_emergency,21178.0,40.8387,-115.7674
Elko,NV,,https://elkodaily.com/news/local/city-of-elko-declares-emergency-due-to-governor-s-actions/article_2162a1e2-0158-5875-aa27-9d349328fe50.html,City of Elko declares emergency due to governor’s actions on coronavirus,state_of_emergency,21178.0,40.8387,-115.7674
Belmar,NJ,03-15-2020 17:08,https://patch.com/new-jersey/manasquan/belmar-declares-state-emergency-due-coronavirus,Belmar Declares State Of Emergency Due To Coronavirus,state_of_emergency,5682.0,40.1798,-74.0255
Bergenfield,NJ,03-16-2020 13:24,https://www.insidernj.com/bergenfield-declares-state-emergency-response-coronavirus/,Bergenfield Declares State of Emergency in Response to Coronavirus,state_of_emergency,27927.0,40.9236,-73.9982
Caldwell,NJ,03-20-2020 11:09,https://patch.com/new-jersey/caldwells/officials-declare-coronavirus-emergency-north-caldwell,Officials Declare Coronavirus 'Emergency' In North Caldwell,state_of_emergency,8085.0,40.839,-74.2776
Eatontown,NJ,03-18-2020 11:26,https://patch.com/new-jersey/longbranch/eatontown-declares-coronavirus-emergency-closes-parks,"Eatontown Declares Coronavirus Emergency, Closes Parks",state_of_emergency,12376.0,40.2913,-74.0558
Farmingdale,NJ,03-21-2020 02:00,https://patch.com/new-jersey/howell/howell-farmingdale-declare-disaster-emergency-amid-coronavirus,"Howell, Farmingdale Declare Disaster Emergency Amid Coronavirus",state_of_emergency,1298.0,40.1983,-74.17
Garwood,NJ,03-17-2020 08:12,https://patch.com/new-jersey/clark/garwood-declares-state-emergency-coronavirus-spreads,Garwood Declares State Of Emergency As Coronavirus Spreads,state_of_emergency,4408.0,40.6513,-74.3231
Haddonfield,NJ,03-17-2020 16:49,https://patch.com/new-jersey/haddon/state-emergency-declared-haddonfield-due-coronavirus,State Of Emergency Declared For Haddonfield Due To Coronavirus,state_of_emergency,11435.0,39.8955,-75.0346
Hoboken,NJ,03-12-2020 13:31,https://patch.com/new-jersey/hoboken/hoboken-declares-state-emergency-giving-new-coronavirus-info,"Hoboken Declares State Of Emergency, Giving New Coronavirus Info",state_of_emergency,55131.0,40.7451,-74.0279
Little Ferry,NJ,,https://www.tapinto.net/towns/hackensack/sections/government/articles/bergen-county-declares-state-of-emergency-following-little-ferry-man-s-death-from-coronavirus,Bergen County Declares State of Emergency Following Little Ferry Man's Death From Coronavirus,state_of_emergency,11000.0,40.8463,-74.0388
North Caldwell,NJ,03-20-2020 11:09,https://patch.com/new-jersey/caldwells/officials-declare-coronavirus-emergency-north-caldwell,Officials Declare Coronavirus 'Emergency' In North Caldwell,state_of_emergency,6730.0,40.8629,-74.2576
Phillipsburg,NJ,,https://www.wfmz.com/health/coronavirus/phillipsburg-nj-declares-local-emergency-over-coronavirus-outbreak/article_8042fa94-67b9-11ea-ab5b-3f23dbb4df0b.html,"Phillipsburg, NJ declares local emergency over coronavirus outbreak",state_of_emergency,14459.0,40.6895,-75.1821
Princeton,NJ,03-13-2020 16:43,https://patch.com/new-jersey/princeton/princeton-declares-state-emergency-after-coronavirus-confirmed,Princeton Declares State Of Emergency After Coronavirus Confirmed,state_of_emergency,31822.0,40.3563,-74.6693
Red Bank,NJ,,https://www.tapinto.net/towns/red-bank/sections/government/articles/borough-of-red-bank-declares-local-state-of-emergency-due-to-covid-19,Borough of Red Bank Declares Local State of Emergency Due to COVID-19,state_of_emergency,12150.0,40.3481,-74.0672
Sayreville,NJ,03-26-2020 00:00,https://centraljersey.com/2020/03/26/sayreville-mayor-urges-residents-to-not-be-scared-of-increasing-covid-19-cases-but-to-continue-practicing-safety-measures/,"Sayreville mayor urges residents to not be scared of increasing COVID-19 cases, but to continue practicing safety measures",None,45325.0,40.4656,-74.3237
Spotswood,NJ,,https://www.tapinto.net/towns/milltown-slash-spotswood/sections/government/articles/spotswood-declares-state-of-emergency-in-response-to-coronavirus,Spotswood Declares State Of Emergency In Response To Coronavirus,state_of_emergency,8456.0,40.3949,-74.3919
Alamogordo,NM,03-23-2020 00:00,https://www.alamogordonews.com/story/news/local/community/2020/03/23/alamogordo-commissioners-consider-emergency-resolution-today/2899278001/,Alamogordo declares state of emergency over coronavirus,state_of_emergency,32745.0,32.8837,-105.9624
House,NM,,https://www.wbrz.com/news/new-mexico-governor-urges-white-house-to-assist-navajo-nation-in-fighting-covid-19/,New Mexico governor urges White House to assist Navajo Nation in fighting COVID-19,None,63.0,34.6492,-103.9039
Mescalero,NM,03-20-2020 00:00,https://www.alamogordonews.com/story/news/2020/03/20/mescalero-apache-tribe-state-of-emergency-coronavirus-new-mexico-covid-19/2886358001/,Mescalero Apache Tribe declares state of emergency due to spread of coronavirus in New Mexico,state_of_emergency,1351.0,33.1448,-105.7897
White Sands,NM,03-26-2020 00:00,https://www.lcsun-news.com/story/news/local/2020/03/26/white-sands-missile-range-declares-health-emergency-coronavirus-case-isolated/2916903001/,"White Sands Missile Range declares health emergency, says COVID-19 case isolated",state_of_emergency,1225.0,32.3808,-106.4837
Allegany,NY,03-16-2020 07:31,https://www.wkbw.com/news/local-news/allegany-county-declares-state-of-emergency-due-to-coronavirus-schools-to-close,Allegany County declares state of emergency due to coronavirus; schools to close,state_of_emergency,1714.0,42.0917,-78.4927
Batavia,NY,03-17-2020 19:08,https://www.thebatavian.com/billie-owens/covid-19-city-of-batavia-officially-declares-state-of-emergency-for-five-days/552391,COVID-19: City of Batavia officially declares State of Emergency for five days,state_of_emergency,16906.0,42.9987,-78.1802
Bronx,NY,03-28-2020 00:00,https://newyork.cbslocal.com/2020/03/28/coronavirus-nurses-protest-outside-bronx-hospital-about-lack-of-supplies-orders-to-reuse-protective-gear/,"Coronavirus: Nurses Protest Outside Bronx Hospital About Lack Of Supplies, Orders To Reuse Protective Gear",None,1455720.0,40.8501,-73.8662
Canton,NY,03-21-2020 00:00,https://www.nytimes.com/reuters/2020/03/21/world/europe/21reuters-health-coronavirus-swiss.html,"Swiss Coronavirus Cases Surge, Canton Orders Seniors to Stay Home",shelter_in_place,6666.0,44.6,-75.1703
Cattaraugus,NY,,http://www.bradfordera.com/bradford/cattaraugus-county-declares-state-of-emergency-over-covid/article_6e4b604e-8adb-5401-974c-ef337d6bd354.html,Cattaraugus County declares state of emergency over COVID-19,state_of_emergency,922.0,42.3301,-78.8673
Chester,NY,03-16-2020 00:00,https://www.lohud.com/story/news/local/westchester/2020/03/16/coronavirus-westchester-state-emergency-covid-19-george-latimer/5057970002/,Coronavirus: George Latimer declares 'State of Emergency' in Westchester County,state_of_emergency,5920.0,41.357,-74.2769
Cortland,NY,03-16-2020 00:00,https://www.pressconnects.com/story/news/local/2020/03/16/ny-school-closings-coronavirus-concerns-close-cortland-county-schools/5057728002/,Coronavirus: Cortland County declares state of emergency and closes schools,state_of_emergency,26769.0,42.6004,-76.1784
Elba,NY,03-20-2020 11:35,https://www.thebatavian.com/billie-owens/village-of-elba-declares-state-of-emergency-due-to-coronavirus/552455,Village of Elba declares State of Emergency due to coronavirus,state_of_emergency,647.0,43.0768,-78.1889
Farmingdale,NY,03-23-2020 14:28,https://patch.com/new-york/farmingdale/coronavirus-farmingdale-village-declares-state-emergency,Coronavirus: Farmingdale Village Declares State Of Emergency,state_of_emergency,9094.0,40.7328,-73.4465
Hempstead,NY,03-13-2020 12:20,https://patch.com/new-york/portwashington/coronavirus-north-hempstead-declares-state-emergency,Coronavirus: North Hempstead Declares State Of Emergency,state_of_emergency,55806.0,40.7043,-73.6193
Jamestown,NY,03-16-2020 14:52,https://www.wkbw.com/news/national/coronavirus/jamestown-declares-state-of-emergency-amid-covid-19-prep,Jamestown declares state of emergency amid COVID-19 prep,state_of_emergency,41236.0,42.0975,-79.2366
Lake Success,NY,03-08-2020 21:33,https://www.newsday.com/news/health/coronavirus-tests-northwell-health-labs-1.42631948,FDA approves Northwell Health Labs in Lake Success for COVID-19 tests,None,3147.0,40.768,-73.7089
Lakewood,NY,03-30-2020 00:00,https://newyork.cbslocal.com/2020/03/30/coronavirus-update-lakewood-residents-facing-charges-for-allegedly-violating-social-distancing-order/,Coronavirus Update: Lakewood Residents Facing Charges For Allegedly Violating Social Distancing Orders,social_distance,2842.0,42.0991,-79.32
Lindenhurst,NY,03-20-2020 10:37,https://patch.com/new-york/lindenhurst/lindenhurst-mayor-no-coronavirus-declares-state-emergency,"Lindenhurst Mayor: No Coronavirus, Declares State Of Emergency",state_of_emergency,27153.0,40.6858,-73.3709
Long Beach,NY,03-04-2020 17:37,https://www.presstelegram.com/long-beach-declares-health-emergency-as-officials-prepare-for-possible-coronavirus-spread,Long Beach declares health emergency as officials prepare for possible coronavirus spread,state_of_emergency,33750.0,40.5887,-73.666
Mexico,NY,03-30-2020 00:00,https://nypost.com/2020/03/30/coronavirus-cases-in-mexico-pass-1000-health-emergency-declared/,"Coronavirus cases in Mexico pass 1,000, health emergency declared",state_of_emergency,1547.0,43.4652,-76.2326
Montgomery,NY,03-15-2020 00:00,https://dailygazette.com/article/2020/03/15/montgomery-county-declares-state-of-emergency-over-coronavirus,Montgomery County declares State of Emergency over coronavirus,state_of_emergency,4562.0,41.5216,-74.2388
Mount Vernon,NY,03-17-2020 20:20,https://abc7ny.com/health/mount-vernon-declares-state-of-emergency/6022075/,"Coronavirus Updates: Mount Vernon, New York declares state of emergency",state_of_emergency,68703.0,40.9136,-73.8291
Northport,NY,03-16-2020 18:23,https://huntingtonnow.com/coronavirus-village-elections-postponed-northport-mayor-declares-emergency/,Coronavirus: Village Elections Postponed; Northport Mayor Declares Emergency,state_of_emergency,7368.0,40.9036,-73.3446
Nyack,NY,03-18-2020 11:05,https://patch.com/new-york/nyack/coronavirus-closes-nyack-market-some-vendors-taking-orders,"Coronavirus Closes Nyack Market, Some Vendors Taking Orders",None,7040.0,41.0919,-73.9143
Old Bethpage,NY,03-14-2020 18:14,https://www.newsday.com/long-island/education/digital-instruction-1.43045941,Coronavirus forces Plainview-Old Bethpage to gear up for digital learning,None,5624.0,40.7557,-73.4544
Peconic,NY,03-12-2020 18:22,https://patch.com/new-york/northfork/more-coronavirus-peconic-landing-state-emergency-town,More Coronavirus At Peconic Landing; State Of Emergency In Town,state_of_emergency,536.0,41.0381,-72.4608
Schoharie,NY,,https://www.thedailystar.com/news/local_news/schoharie-county-declares-state-of-emergency-for-virus/article_26cf8a53-2ded-5b30-b0ab-b221ca758cc2.html,Schoharie County declares state of emergency for virus,state_of_emergency,831.0,42.6664,-74.3137
Southampton,NY,03-16-2020 23:20,https://patch.com/new-york/southampton/coronavirus-sparks-state-emergency-southampton-town,Coronavirus Sparks State Of Emergency In Southampton Town,state_of_emergency,3306.0,40.8778,-72.4004
Utica,NY,03-16-2020 00:00,https://www.uticaod.com/news/20200316/coronavirus-utica-declares-state-of-emergency,Coronavirus: Utica declares state of emergency,state_of_emergency,114318.0,43.0961,-75.226
Vernon,NY,03-17-2020 20:20,https://abc7ny.com/health/mount-vernon-declares-state-of-emergency/6022075/,"Coronavirus Updates: Mount Vernon, New York declares state of emergency",state_of_emergency,1170.0,43.0794,-75.5387
