state,county,publish_date,url,title,category,population
Maryland,Charles,,https://www.thebaynet.com/articles/0320/charles-county-commissioners-declare-local-state-of-emergency.html,Charles County Commissioners Declare Local State of Emergency,state_of_emergency,152864.0
Maryland,Dorchester,43914.75972,https://www.dorchesterbanner.com/coronavirus/local-state-of-emergency-declared/,Local State of Emergency declared - Dorchester Banner,state_of_emergency,32660.0
Maryland,Garrett,,https://www.garrettcounty.org/news/2020/03/garrett-county-declares-state-of-emergency-in-response-to-covid-19,Garrett County Declares State of Emergency in Response to COVID-19,state_of_emergency,29889.0
Maryland,Harford,43908.49306,https://patch.com/maryland/belair/harford-county-declares-state-emergency-due-coronavirus,Harford County Declares State Of Emergency Due To Coronavirus,state_of_emergency,249215.0
Maryland,Talbot,43905.0,https://baltimore.cbslocal.com/2020/03/15/coronavirus-latest-talbot-county-confirms-first-case-of-covid-19-declares-local-state-of-emergency/,"Coronavirus Latest: Talbot County Confirms First Case Of COVID-19, Declares Local State Of Emergency",state_of_emergency,37931.0
Maryland,Washington,,https://www.heraldmailmedia.com/news/special/coronavirus/washington-county-hagerstown-declare-emergencies/article_3ad1a685-bbdb-5953-8dec-1445385f1586.html,"Washington County, Hagerstown declare states of emergency",state_of_emergency,149588.0
Maryland,Wicomico,,http://www.wboc.com/story/41928005/wicomico-county-declaration-of-emergency-amid-covid19,"Wicomico County Declaration of Emergency Extended Until April 8 - WBOC-TV 16, Delmarvas News Leader, FOX 21 -",None,100896.0
Massachusetts,Barnstable,43903.80139,https://www.capecod.com/cape-wide-news/barnstable-county-declares-state-of-emegency-due-to-covid-19/,Barnstable County declares State of Emegency due to Covid-19,state_of_emergency,214990.0
Massachusetts,Berkshire,,https://www.iberkshires.com/story/61818/Berkshire-County-COVID-19-Cases-at-7-Governor-Declares-State-of-Emergency.html?source=most_read,Berkshire County COVID-19 Cases at 7; Governor Declares State of Emergency,state_of_emergency,
Massachusetts,Worcester,,https://www.wbjournal.com/article/worcester-declares-state-of-emergency-as-county-coronavirus-cases-hit-six,Worcester declares state of emergency as county coronavirus cases hit six,state_of_emergency,
Michigan,Bay,43907.94653,https://www.mlive.com/coronavirus/2020/03/bay-county-declared-in-state-of-emergency-due-to-coronavirus.html,Bay County declared in state of emergency due to coronavirus,state_of_emergency,106832.0
Michigan,Delta,43907.62917,https://www.wlns.com/news/delta-township-declares-local-state-of-emergency/,Delta Township declares local state of emergency,state_of_emergency,36905.0
Michigan,Dickinson,,https://salinapost.com/posts/5e7a34f2afae0f4d5f5e0326,Sedgwick and Dickinson Counties issue stay-at-home orders,shelter_in_place,26098.0
Michigan,Dickinson,,https://www.uppermichiganssource.com/content/news/Dickinson-County-Comissioners-declare-local-state-of-emergency-568836471.html,Dickinson County commissioners declare 'local state of emergency',state_of_emergency,26098.0
Michigan,Genesee,,https://www.abc12.com/content/news/Genesee-and-Lapeer-counties-declare-State-of-Emergency-for-coronavirus-568780211.html,Genesee and Lapeer counties declare State of Emergency for coronavirus,state_of_emergency,415376.0
Michigan,Gratiot,,https://www.wnem.com/news/gratiot-county-declares-state-of-emergency/article_8ab9cae2-677e-11ea-a9b6-9b997f250c14.html,Gratiot County declares state of emergency,state_of_emergency,41968.0
Michigan,Houghton,,https://www.uppermichiganssource.com/content/news/Houghton-County-declares-a-state-of-emergency-568947601.html,Houghton County declares a state of emergency,state_of_emergency,36225.0
Michigan,Ingham,43905.0,https://www.lansingstatejournal.com/story/news/2020/03/15/michigan-coronavirus-gov-gretchen-whitmer-dana-nessel-public-gatherings-restrictions/5053926002/,"Coronavirus order: Ingham County cuts capacity at bars, restaurants in half to prevent spread of coronavirus",None,282234.0
Michigan,Jackson,43907.70278,https://www.mlive.com/news/jackson/2020/03/jackson-declares-state-of-emergency-opens-hand-washing-stations-to-fight-spread-of-coronavirus.html,"Jackson declares state of emergency, opens hand-washing stations to fight spread of coronavirus",state_of_emergency,160369.0
Michigan,Keweenaw,43909.43125,http://www.keweenawreport.com/news/local-news/state-of-emergency-declared-in-houghton-and-keweenaw-counties/,State Of Emergency Declared In Houghton And Keweenaw Counties,state_of_emergency,2191.0
Michigan,Lapeer,,https://thecountypress.mihomepaper.com/articles/state-of-emergency-declared-in-lapeer-county/,State of Emergency declared in Lapeer County,state_of_emergency,88389.0
Michigan,Marquette,,https://www.uppermichiganssource.com/content/news/Marquette-County-declares-Local-State-of-Emergency-over-coronavirus-outbreak-568884931.html,Marquette County declares 'Local State of Emergency' over coronavirus outbreak,state_of_emergency,67700.0
Michigan,Monroe,43906.0,https://www.monroenews.com/news/20200316/city-of-monroe-declares-state-of-emergency,City of Monroe declares State of Emergency,state_of_emergency,150376.0
Michigan,Montcalm,,https://thedailynews.cc/articles/breaking-montcalm-county-chairman-declares-local-state-of-emergency-amid-covid-19/,BREAKING: Montcalm County chairman declares local state of emergency amid COVID-19,state_of_emergency,63105.0
Michigan,Muskegon,43914.78611,https://www.mlive.com/news/muskegon/2020/03/coronavirus-order-suspends-all-muskegon-community-college-operations-until-may-3.html,Coronavirus order suspends all Muskegon Community College operations until May 3,None,171008.0
Michigan,Oakland,43914.0,https://www.clickondetroit.com/health/2020/03/24/oakland-county-issues-new-health-order-requiring-employee-screenings-at-businesses-that-remain-open/,Oakland County issues new health order requiring employee COVID-19 screenings at businesses that remain open,None,1231640.0
Michigan,Oscoda,,http://www.iosconews.com/news/article_53fa7780-4cef-11ea-88c9-1f858c2a7635.html,Oscoda approves sending letter of interest to MAMA,None,8379.0
Michigan,St. Clair,,https://www.voicenews.com/news/covid--outbreak-declared-public-health-emergency-in-st-clair/article_eb4d5360-692c-11ea-ab05-2f41b8feecce.html,COVID-19 outbreak declared public health emergency in St. Clair County,state_of_emergency,160469.0
Michigan,St. Joseph,,https://www.goshennews.com/news/coronavirus/st-joseph-county-south-bend-declare-travel-advisory-essential-travel/article_178134e4-6a02-11ea-8503-37b6f20de4ce.html,"St. Joseph County, South Bend declare travel advisory — essential travel only",None,60964.0
Michigan,Schoolcraft,43907.70556,https://www.pioneertribune.com/articles/schoolcraft-county-declares-state-of-emergency/,Schoolcraft County declares 'State of Emergency',state_of_emergency,8247.0
Michigan,Van Buren,,https://www.abc57.com/news/van-buren-county-asks-state-to-declare-state-of-emergency-for-shoreline-erosion,Van Buren County asks state to declare shoreline a disaster area due to erosion,disaster_declaration,75455.0
Michigan,Washtenaw,43908.0,https://www.clickondetroit.com/all-about-ann-arbor/2020/03/18/washtenaw-county-declares-state-of-emergency-over-coronavirus/,Washtenaw County declares state of emergency over coronavirus,state_of_emergency,354240.0
Michigan,Washtenaw,43906.0,https://www.clickondetroit.com/all-about-ann-arbor/2020/03/16/washtenaw-county-order-bars-restaurants-to-limit-occupancy-to-limit-covid-19-spread/,"Washtenaw County orders bars, restaurants to limit occupancy to limit COVID-19 spread",None,354240.0
Minnesota,Brown,43908.0,https://www.nujournal.com/news/local-news/2020/03/18/state-of-emergency-in-brown-county/,State of emergency in Brown County,state_of_emergency,25332.0
Minnesota,Chisago,,https://www.hometownsource.com/county_news_review/free/chisago-county-declares-a-local-emergency/article_58b999b4-6891-11ea-970f-6361ba57f056.html,Chisago County declares a ‘local emergency’,state_of_emergency,53761.0
Minnesota,Cook,,https://www.wtip.org/cook-county-declares-state-emergency-over-covid-19,Cook County declares state of emergency over COVID-19,state_of_emergency,5200.0
Minnesota,Faribault,,http://www.faribaultcountyregister.com/page/content.detail/id/524260/Faribault-County-enacts-30-day-State-of-Emergency.html?nav=5002,Faribault County enacts 30-day State of Emergency - faribaultcountyregister.com,state_of_emergency,14191.0
Minnesota,Kandiyohi,,https://www.wctrib.com/news/government-and-politics/5006991-Kandiyohi-County-declares-state-of-emergency-some-buildings-to-close-Friday,"Kandiyohi County declares state of emergency, some buildings to close Friday",state_of_emergency,42410.0
Minnesota,Le Sueur,,https://www.southernminn.com/le_sueur_county_news/news/article_fefeec9f-9c02-5812-9ed8-c15dd59d7ff7.html,City of Le Sueur declares state of emergency over COVID-19,state_of_emergency,27810.0
Minnesota,Mower,,https://www.kimt.com/content/news/Peacetime-emergency-declared-in-Mower-County-568904051.html,Peacetime emergency declared in Mower County,state_of_emergency,39327.0
Minnesota,Nobles,,https://www.dglobe.com/news/government-and-politics/5004871-Nobles-County-declares-state-of-emergency-acts-on-building-closures-to-public-access,"Nobles County declares state of emergency, acts on building closures to public access",state_of_emergency,21617.0
Minnesota,St. Louis,43908.0,https://www.fox21online.com/2020/03/18/st-louis-county-declares-local-state-of-emergency/,St. Louis County Declares Local State Of Emergency,state_of_emergency,200540.0
Minnesota,Sibley,43913.0,https://www.keyc.com/2020/03/23/sibley-county-sheriff-urges-residents-consult-with-health-care-providers-before-calling-/,Sibley County Sheriff urges residents to consult with health care providers before calling 9-1-1,None,15072.0
Minnesota,Stearns,43909.0,https://www.sctimes.com/story/news/local/2020/03/19/stearns-county-declares-state-emergency-services-continue-coronavirus-covid-19/2874444001/,Stearns County declares state of emergency; county services to continue amid coronavirus,state_of_emergency,152092.0
Minnesota,Wright,,https://www.hometownsource.com/monticello_times/free/coronavirus-puts-wright-county-into-a-state-of-emergency/article_ae96ec80-688a-11ea-9e74-9b46d20fd21f.html,Coronavirus puts Wright County into a state of emergency,state_of_emergency,128470.0
Mississippi,Alcorn,43766.72153,https://wreg.com/news/corinth-declares-state-of-emergency-after-storm/,"Corinth, Alcorn County declare state of emergency after storm",state_of_emergency,37316.0
Mississippi,Forrest,43904.0,https://www.clarionledger.com/story/news/local/2020/03/14/coronavirus-emergency-declaration-precautionary-cuts-red-tape-mississippi-covid-19/5049259002/,"Coronavirus in Mississippi: Hattiesburg, Forrest County declare local emergency",state_of_emergency,77059.0
Mississippi,Hancock,43912.0,https://www.wlox.com/2020/03/22/hancock-county-declares-all-dining-areas-public-entrances-must-close/,Hancock County declares all non-essential businesses must close until end of week,school_business_closure,45566.0
Mississippi,Lamar,43908.0,https://www.wdam.com/2020/03/18/lamar-county-declares-emergency-response-covid-/,Lamar County declares emergency in response to COVID-19,state_of_emergency,58801.0
Mississippi,Lawrence,,https://www.nny360.com/news/stlawrencecounty/st-lawrence-county-begins-daily-covid--updates-approves-crisis/article_0ff299d0-85e5-58d1-bed4-aab51d8a31c1.html,"St. Lawrence County begins daily COVID-19 updates, approves crisis response funding",None,12514.0
Mississippi,Leake,,https://www.wtok.com/content/news/Flooding-forces-highway-closure-in-Leake-County--567761471.html,Flooding forces highway closure in Leake County,None,23389.0
Mississippi,Lincoln,43908.0,https://www.dailyleader.com/2020/03/18/brookhaven-lincoln-county-declare-emergency-activate-comprehensive-plan/,"Brookhaven, Lincoln County declare emergency, activate comprehensive plan - Daily Leader",state_of_emergency,34810.0
Mississippi,Lowndes,43906.715280000004,https://www.wcbi.com/lowndes-county-city-columbus-declare-local-state-emergency/,"Lowndes County, City of Columbus declare local state of emergency",state_of_emergency,59922.0
Mississippi,Monroe,,https://www.djournal.com/monroe/news/monroe-county-supervisors-approve-emergency-resolution-for-covid/article_3d3a2d32-a2ce-56db-a846-984926d82b35.html,Monroe County supervisors approve emergency resolution for COVID-19,None,36116.0
Mississippi,Perry,43910.0,https://www.wdam.com/2020/03/20/perry-county-board-declares-local-emergency/,Perry County Board declares local emergency,state_of_emergency,12131.0
Mississippi,Pontotoc,,https://www.djournal.com/pontotoc/city-of-pontotoc-passes-executive-order-in-wake-of-coronavirus/article_f8697c70-7d6e-5707-b9af-989fd3143ce0.html,City of Pontotoc passes executive order in wake of coronavirus addressing business operations,None,30897.0
Mississippi,Tishomingo,,https://www.wtva.com/content/news/Judge-sentences-Tishomingo-man-to-serve-60-years-in-prison--561158561.html,Judge sentences Tishomingo man to serve 60 years in prison,None,19529.0
Mississippi,Warren,43910.0,https://www.jacksonfreepress.com/news/2020/mar/20/sba-includes-warren-county-declaration-disaster-re/,SBA Includes Warren County in Declaration of Disaster for the Region,disaster_declaration,48218.0
Mississippi,Washington,43890.0,https://www.nytimes.com/2020/02/29/us/coronavirus-washington-death.html,Washington State Declares Emergency Amid Coronavirus Death and Illnesses at Nursing Home,state_of_emergency,49688.0
Mississippi,Yalobusha,,https://www.wtva.com/content/news/Judge-orders-some-voters-to-settle-Yalobusha-sheriffs-race-567360071.html,Judge orders some voters to settle Yalobusha County sheriff's race,None,12373.0
Missouri,Atchison,,https://www.kq2.com/content/news/Missouri-Public-Service-Commission-approves-wind-farm-construction-in-Atchison-Co-547453491.html,Missouri Public Service Commission approves wind farm construction in Atchison Co.,None,5449.0
Missouri,Camden,,https://www.lakeexpo.com/news/coronavirus/camden-county-declares-state-of-emergency-places-restrictions-on-restaurants/article_067476f2-6a2a-11ea-8c4e-23fb0cd64717.html,"Camden County Declares State Of Emergency, Places Restrictions On Restaurants, Venues",state_of_emergency,43862.0
Missouri,Cass,,https://www.kansascity.com/news/local/community/cass-county-demo/article241291221.html,Cass County is under a public health emergency order from the Cass County Health Department until at least April 1. Here’s what that means to citizens,None,100641.0
Missouri,Cooper,43910.0,https://www.boonvilledailynews.com/news/20200320/cooper-county-declares-state-of-emergency,Cooper County declares state of emergency,state_of_emergency,17647.0
Missouri,Daviess,43909.0,https://gallatinnorthmissourian.com/2020/03/19/correction-to-coronavirus-story/,Coronavirus: NOTHING has been ordered closed in Daviess County. Daviess County Health Department strongly recommends avoiding gatherings of 10 or more,None,8294.0
Missouri,Franklin,43913.90208,https://fox2now.com/news/franklin-county-orders-suspension-of-some-businesses-to-help-fight-coronavirus/,Franklin County orders suspension of some businesses to help fight coronavirus,None,101816.0
Missouri,Greene,,https://www.ky3.com/content/news/Springfield-Greene-County-Health-Department-imposes-new-gathering-limits-4th-coronavirus-case-confirmed-568876361.html,"City of Springfield, Greene County imposes new gathering limits; 4th coronavirus case confirmed",cases,283870.0
Missouri,Laclede,,https://www.ky3.com/content/news/Judge-sentences-Laclede-County-mother-566867321.html,Judge sentences Laclede County mother for keeping son in attic during custody dispute,None,35667.0
Missouri,McDonald,43910.878469999996,https://www.fourstateshomepage.com/news/health/coronavirus/mcdonald-county-declares-state-of-emergency/,McDonald County Declares State of Emergency,state_of_emergency,22558.0
Missouri,Macon,,https://www.macon.com/entertainment/celebrities/article241164381.html,"Missouri governor declares emergency, notes 2 new cases | Macon Telegraph",state_of_emergency,15544.0
Missouri,Pettis,43908.81736,https://ksisradio.com/pettis-county-declares-state-of-emergency/,Pettis County Declares State of Emergency,state_of_emergency,42205.0
Missouri,Phelps,43910.0,https://www.therolladailynews.com/news/20200320/phelps-county-state-of-emergency-goes-into-effect-saturday,Phelps County State of Emergency goes into effect Saturday,state_of_emergency,44807.0
Missouri,Platte,43907.7375,https://fox4kc.com/tracking-coronavirus/platte-county-health-department-orders-all-restaurants-to-shut-down-dining-rooms/,Platte County Health Department orders all restaurants to shut down dining rooms,None,93310.0
Missouri,Randolph,43907.0,https://www.moberlymonitor.com/news/20200317/randolph-county-declares-state-of-emergency,Randolph County declares state of emergency,state_of_emergency,24940.0
Missouri,St. Charles,43904.08056,https://www.ksdk.com/article/news/health/coronavirus/st-charles-county-declares-state-emergency-coronavirus/63-73ab5373-50ba-4d0b-a4b4-ed615976a1da,"St. Charles County declares state of emergency, asks public to avoid gatherings of 250+ people",state_of_emergency,373495.0
Missouri,Taney,,http://bransontrilakesnews.com/news_free/article_bdd3396c-6d47-11ea-b4a3-2bdbabb6c3a7.html,Commission declares state of emergency for Taney County,state_of_emergency,53575.0
Montana,Beaverhead,43908.87361,https://www.kbzk.com/news/coronavirus/beaverhead-county-health-department-no-closure-orders-yet-continuing-to-evaluate,"Beaverhead County Health Department: No closure orders yet, continuing to evaluate",None,9341.0
Montana,Blaine,,https://www.mtexpress.com/news/isolation-order-declared-for-blaine-county/article_8abdfdc6-6a38-11ea-a308-b34db66b11db.html,Isolation Order declared for Blaine County,None,6604.0
Montana,Broadwater,,https://helenair.com/news/state-and-regional/broadwater-county-declares-state-of-emergency-due-to-covid/article_433dfb70-7508-54a2-bf82-7a841859c343.html,Broadwater County declares state of emergency due to COVID-19,state_of_emergency,5692.0
Montana,Carbon,,https://billingsgazette.com/news/local/carbon-county-orders-restaurant-bar-and-other-closures-for-a/article_fdc4b162-8be6-5033-994f-f720c52950ff.html,"Carbon County orders restaurant, bar and other closures for a week",school_business_closure,10340.0
Montana,Flathead,43908.829860000005,https://www.kpax.com/news/coronavirus/coronavirus-flathead-county-declares-state-of-emergency,"Coronavirus: Flathead County declares ""state of emergency""",state_of_emergency,93068.0
Montana,Gallatin,43908.701389999995,https://www.ktvq.com/gallatin-county-declares-state-of-emergency-due-to-covid-19,Gallatin County declares State of Emergency due to Covid-19,state_of_emergency,94720.0
Montana,Lincoln,43910.0,https://thewesternnews.com/news/2020/mar/20/state-of-emergency-declared-in-lincoln-county-12/,State of emergency declared in Lincoln County,state_of_emergency,19460.0
Montana,Meagher,,https://www.mtpr.org/post/meagher-county-declares-emergency-after-1400-residents-lose-power,"Meagher County Declares Emergency After 1,400 Residents Lose Power",state_of_emergency,1937.0
Montana,Missoula,43914.76806,https://www.kpax.com/news/missoula-county/missoula-health-officials-order-additional-businesses-closures,Missoula health officials order additional businesses closures,school_business_closure,111807.0
Montana,Ravalli,43910.65,https://www.kpax.com/news/coronavirus/ravalli-county-enacts-state-of-emergency-over-coronavirus-outbreak,Ravalli County enacts state of emergency over coronavirus outbreak,state_of_emergency,40823.0
Montana,Yellowstone,,https://billingsgazette.com/news/state-and-regional/yellowstone-county-declares-state-of-emergency-amid-coronavirus-spread/article_1b30e662-499c-5c60-944e-5146267e37d2.html,Yellowstone County declares state of emergency amid coronavirus spread,state_of_emergency,154162.0
Montana,Yellowstone,43906.93264,https://www.ktvq.com/news/local-news/health-officer-orders-weeklong-shutdown-of-yellowstone-county-bars-restaurants-and-casinos,"Health officer orders weeklong shutdown of Yellowstone County bars, restaurants and casinos",None,154162.0
Nebraska,Colfax,43908.81875,https://www.ketv.com/article/colfax-county-declares-state-of-emergency/31751122,Colfax County declares state of emergency,state_of_emergency,10425.0
Nebraska,Cuming,,https://kticradio.com/regional-news/audio-cuming-county-planning-commission-approves-second-application-from-bluestem-energy-solutions-for-single-wind-turbine-facility/,(AUDIO) Cuming County Planning Commission approves second application from Bluestem Energy Solutions for Single Wind Turbine Facility,None,8996.0
Nebraska,Kimball,,https://rivercountry.newschannelnebraska.com/story/41892674/mistrial-declared-in-case-of-kimball-man-accused-of-felony-child-abuse,Mistrial declared in case of Kimball Man accused of felony child abuse,None,3702.0
Nebraska,Madison,,https://norfolkdailynews.com/news/declaration-declared-in-madison-county/article_61e5ff8a-6af0-11ea-9a72-4f185e14bea7.html,State of emergency declared in Madison County,state_of_emergency,35278.0
Nebraska,Otoe,,https://rivercountry.newschannelnebraska.com/story/41832598/judge-bars-otoe-woman-from-blind-mans-accounts,Judge Bars Otoe Woman From Blind Man's Accounts,None,15752.0
Nebraska,Pierce,,http://www.thepiercecountytribune.com/page/content.detail/id/2576382/The-Latest---Nebraska-urges-quarantine-of-tournament-goers.html?isap=1&nav=5040,The Latest: Nebraska urges quarantine of tournament-goers - ThePierceCountyTribune.com,quarantine,7150.0
Nevada,Clark,,https://www.fox5vegas.com/coronavirus/las-vegas-clark-county-surrounding-cities-declare-state-of-emergency/article_7e1d4c6a-672d-11ea-be3d-6f2ce56da2c4.html,"Las Vegas, Clark County, surrounding cities declare state of emergency amid coronavirus outbreak",state_of_emergency,2027868.0
Nevada,Elko,,https://elkodaily.com/news/local/elko-county-declares-coronavirus-emergency/article_05bd59c6-8828-575d-8e15-3149d9fa7ae5.html,Elko County declares coronavirus emergency,state_of_emergency,52384.0
Nevada,Lyon,43906.0,https://www.rgj.com/story/news/local/mason-valley/2020/03/16/state-emergency-declared-lyon-county/5064550002/,State of emergency declared in Lyon County,state_of_emergency,51557.0
Nevada,Nye,43909.63125,https://www.reviewjournal.com/local/local-nevada/nye-county-declares-emergency-after-first-coronavirus-case-1985822/,Nye County declares emergency after first coronavirus case,state_of_emergency,42297.0
New Jersey,Camden,43907.42431,https://patch.com/new-jersey/gloucestertownship/state-emergency-declared-camden-county-due-coronavirus,State Of Emergency Declared For Camden County Due To Coronavirus,state_of_emergency,512854.0
New Jersey,Hunterdon,,https://www.insidernj.com/press-release/van-doren-directs-oem-request-5000-covid-19-tests-kits-hunterdon-county-residents/,Van Doren Directs OEM To Request 5000 COVID-19 Tests Kits For Hunterdon County Residents,None,126250.0
New Jersey,Hunterdon,43906.902780000004,https://www.nj.com/hunterdon/2020/03/hunterdon-county-declares-state-of-emergency.html,Hunterdon County declares state of emergency over coronavirus outbreak,state_of_emergency,126250.0
New Jersey,Mercer,,https://www.dailyprincetonian.com/article/2020/03/mercer-emergency-coronavirus,Mercer County declares state of emergency to combat coronavirus,state_of_emergency,370414.0
New Jersey,Mercer,,https://www.tapinto.net/towns/hamilton-slash-robbinsville/sections/mercer-county-news/articles/sheriff-kemler-directs-mercer-county-residents-to-up-to-date-coronavirus-info,Sheriff Kemler Directs Mercer County Residents to Up-to-Date Coronavirus Info,None,370414.0
New Jersey,Middlesex,43905.0,https://www.mycentraljersey.com/story/news/local/middlesex-county/2020/03/15/coronavirus-middlesex-county-declares-state-emergency/5054375002/,Coronavirus: Middlesex County declares State of Emergency,state_of_emergency,828919.0
New Jersey,Warren,43906.60556,https://patch.com/new-jersey/warren/warren-declares-state-emergency-after-coronavirus-confirmed,Warren Declares State Of Emergency After Coronavirus Confirmed,state_of_emergency,107379.0
New Mexico,Bernalillo,,https://www.kob.com/albuquerque-news/new-emergency-ordinance-allows-bernalillo-county-to-issue-a-curfew-close-streets/5676934/,"New emergency ordinance allows Bernalillo County to issue a curfew, close streets",None,674221.0
New Mexico,Luna,43913.0,https://www.demingheadlight.com/story/news/2020/03/23/luna-county-officials-declare-county-wide-state-emergency/2901962001/,Luna County Commissioners declare county-wide state of emergency,state_of_emergency,24659.0
New Mexico,Otero,43903.0,https://www.alamogordonews.com/story/news/local/community/2020/03/13/otero-county-leave-employees-children-school-closure/5042193002/,Otero County manager can approve employee leave amid Coronavirus school closures,school_business_closure,65616.0
New Mexico,Sandoval,43910.0,https://nmpoliticalreport.com/2020/03/20/citing-covid-19-sandoval-county-attorney-seeks-court-order-to-release-non-violent-inmates/,"Citing COVID-19, Sandoval County attorney seeks court order to release non-violent inmates",None,136575.0
New Mexico,San Juan,,https://durangoherald.com/articles/318575,"San Juan County, N.M., declares state of emergency",state_of_emergency,126503.0
New York,Albany,,https://www.troyrecord.com/news/local-news/albany-county-declares-state-of-emergency-confirmed-coronavirus-cases-at/article_ed5f879c-660f-11ea-b8b7-47e34aa56b50.html,Albany County declares State of Emergency; confirmed coronavirus cases at 7,state_of_emergency,306945.0
New York,Allegany,43906.31319,https://www.wkbw.com/news/local-news/allegany-county-declares-state-of-emergency-due-to-coronavirus-schools-to-close,Allegany County declares state of emergency due to coronavirus; schools to close,state_of_emergency,48109.0
New York,Broome,43906.0,https://wbng.com/2020/03/16/covid19-broome-county-executive-signs-executive-orders-on-coronavirus-response/,COVID19: Broome County Executive signs executive orders on coronavirus response,None,197534.0
New York,Cattaraugus,43905.84444,https://www.wkbw.com/news/national/coronavirus/cattaraugus-county-declares-state-of-emergency,Cattaraugus County declares state of emergency,state_of_emergency,78892.0
New York,Cayuga,43904.98819,https://www.syracuse.com/coronavirus/2020/03/cayuga-county-declares-state-of-emergency-closes-schools-because-of-coronavirus.html,"Cayuga County declares State of Emergency, closes schools because of coronavirus",state_of_emergency,79477.0
New York,Chautauqua,43905.96181,https://www.wkbw.com/news/local-news/chautauqua-county-declares-state-of-emergency,Chautauqua County declares state of emergency,state_of_emergency,133080.0
New York,Chemung,43895.0,https://www.stargazette.com/story/news/public-safety/2020/03/05/coronavirus-covid-19-latest-developments-elmira-chemung-county-new-york/4940574002/,"Coronavirus live updates: Chemung, Schuyler, Steuben declare states of emergency",state_of_emergency,88506.0
New York,Columbia,,https://www.hudsonvalley360.com/news/columbia-county-braces-for-coronavirus-as-cuomo-declares-state-of/article_98c84786-60f2-11ea-a89d-37db03c8b5bf.html,Columbia County braces for coronavirus as Cuomo declares state of emergency,state_of_emergency,62243.0
New York,Cortland,43906.0,https://www.pressconnects.com/story/news/local/2020/03/16/ny-school-closings-coronavirus-concerns-close-cortland-county-schools/5057728002/,Coronavirus: Cortland County declares state of emergency and closes schools,state_of_emergency,48976.0
New York,Delaware,43896.0,https://www.inquirer.com/health/coronavirus/coronavirus-covid-19-pennsylvania-first-confirmed-cases-20200306.html,"Coronavirus cases identified in Delaware County and South Jersey, and Gov. Wolf urges calm",None,46722.0
New York,Erie,43905.6125,https://www.wgrz.com/article/news/health/coronavirus/erie-county-details-first-confirmed-covid-19-cases/71-9456367b-326a-41f6-85b0-eac13974f631,Erie County declares State of Emergency; schools closed,state_of_emergency,919866.0
New York,Genesee,,https://www.thedailynewsonline.com/bdn01/genesee-county-declares-state-of-emergency-because-of-coronavirus-20200314,Genesee County declares state of emergency because of coronavirus,state_of_emergency,59454.0
New York,Herkimer,43905.0,https://www.timestelegram.com/news/20200315/herkimer-county-declares-state-of-emergency,Herkimer County declares state of emergency,state_of_emergency,64181.0
New York,Jefferson,43913.0,https://www.alreporter.com/2020/03/23/jefferson-county-orders-more-businesses-closed-amid-covid-19-crisis/,Jefferson County orders more businesses closed amid COVID-19 crisis,school_business_closure,119504.0
New York,Kings,43902.929169999996,https://www.brooklynpaper.com/coronavirus-update-24-cases-confirmed-in-kings-county-as-mayor-declared-state-of-emergency/,Coronavirus update: 24 cases confirmed in Kings County as mayor declares State of Emergency,state_of_emergency,2592149.0
New York,Monroe,43906.0,https://www.democratandchronicle.com/story/news/2020/03/16/rochester-ny-coronavirus-update-monroe-county-declares-state-of-emergency/5049865002/,Monroe County is under a state of emergency. Here's what that means,state_of_emergency,749606.0
New York,Nassau,43903.0,https://nypost.com/2020/03/13/nassau-county-declares-state-of-emergency-as-coronavirus-outbreak-grows/,Nassau County declares state of emergency as coronavirus outbreak grows,state_of_emergency,1352146.0
New York,Niagara,43905.0,https://www.wnypapers.com/news/article/current/2020/03/15/140464/covid-19-niagara-county-proactively-declares-state-of-emergency-announces-school-closures,"COVID-19: Niagara County proactively declares state of emergency, announces school closures",state_of_emergency,214249.0
New York,Oneida,43903.88819,https://www.syracuse.com/coronavirus/2020/03/oneida-county-closing-all-public-schools-declares-state-of-emergency.html,"Oneida County closing all public schools, declares state of emergency",state_of_emergency,233585.0
New York,Otsego,43905.0,https://wbng.com/2020/03/15/otsego-county-declares-state-of-emergency-closes-schools/,"Otsego County declares state of emergency, closes schools",state_of_emergency,61683.0
New York,Rockland,43906.0,https://www.lohud.com/story/news/local/rockland/2020/03/16/rockland-coronavirus-state-emergency-details/5057510002/,Rockland: What the county's coronavirus state of emergency means,state_of_emergency,320903.0
New York,Schuyler,43904.0,https://www.chronicle-express.com/news/20200314/yates-and-schuyler-counties-declare-states-of-emergency-in-response-to-covid-19,Yates and Schuyler Counties declare States of Emergency in Response to COVID-19,state_of_emergency,18460.0
New York,Seneca,43905.66528,https://www.rochesterfirst.com/news/seneca-county-declares-state-of-emergency/,Seneca County declares State of Emergency,state_of_emergency,35409.0
New York,Suffolk,43902.0,https://riverheadlocal.com/2020/03/12/coronavirus-cases-in-suffolk-county-doubles-to-16-10-hospitalized-state-of-emergency-declared/,"Coronavirus cases in Suffolk County double to 16, 10 hospitalized; state of emergency declared",state_of_emergency,1499738.0
New York,Tioga,43904.74722,https://www.mytwintiers.com/health/coronavirus/all-tioga-county-schools-closing-in-a-state-of-emergency/,All Tioga County schools closing in a State of Emergency,state_of_emergency,50243.0
